application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,co_loaners,credit_score,existing_debt,DTI,LTV,CCR,ITI,CWI,synthetic_approved,employment_years,debt_to_income,credit_history_length,num_delinquencies,current_loans,requested_amount,loan_term_months,session_user_name,session_user_email,session_flagged,created_at
APP_0103,56,26338,28,22623,48,64297,0,684,13741,0.5217176702862586,0.35185156383656546,2.8421075896210564,0.017894771812216687,0.8810475095473521,0,28,0.5217176702862586,91,1,4,22623,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0104,21,145981,26,23041,48,46249,0,792,19349,0.13254464622108267,0.4981945555579473,2.0072479493076685,0.003288241848756548,0.8737426262098291,1,26,0.13254464622108267,49,0,4,23041,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0105,56,98281,8,18132,12,36999,2,635,35847,0.36473987851161094,0.49006729911617913,2.040536068828478,0.015374283939663495,0.6610110694970817,0,8,0.36473987851161094,80,0,2,18132,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0106,55,43933,13,69099,48,179639,0,669,14548,0.33114060045978355,0.3846547798640586,2.5997337153938176,0.032767225092071486,1.0699969323025615,0,13,0.33114060045978355,85,0,2,69099,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0107,55,65794,15,3918,12,6382,0,440,54850,0.8336626440100794,0.6139141335003738,1.6288922919852913,0.004962458582435886,0.10460828105134302,0,15,0.8336626440100794,116,0,2,3918,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0108,50,99794,7,69974,24,187163,0,430,28791,0.2885043188969248,0.3738666296223058,2.674750621659435,0.02921601832987776,1.1915778342353924,0,7,0.2885043188969248,170,0,0,69974,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0109,41,67618,8,58683,60,116678,0,528,51796,0.7660090508444384,0.5029482850237362,1.9882759913432855,0.01446434381353611,0.23124763724207495,0,8,0.7660090508444384,154,1,2,58683,60,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0110,52,39657,7,57520,24,70848,0,769,40995,1.0337393146228653,0.811878952122843,1.2317107093184765,0.060434895896480954,0.0,0,7,1.0337393146228653,75,1,1,57520,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0111,33,114908,29,82475,24,94361,1,588,20001,0.17406098792076988,0.8740369432286551,1.1441163989087464,0.029906171312616334,0.119031356139125,1,29,0.17406098792076988,66,0,0,82475,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0112,55,115752,22,64147,36,172169,1,491,13695,0.11831329048310078,0.3725815913433872,2.6839758679283103,0.01539378249241136,1.4847391418995952,1,22,0.11831329048310078,141,0,0,64147,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0113,45,41048,25,88146,36,97942,1,728,44636,1.0874098616253878,0.899981621776144,1.1111338007396692,0.059649678423599854,0.0,0,25,1.0874098616253878,32,0,2,88146,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0114,41,62966,24,92379,60,144224,2,769,19844,0.31515421020867906,0.6405244619480763,1.5612206237348145,0.024452085251950494,0.384349581308859,1,24,0.31515421020867906,102,1,0,92379,60,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0115,43,57922,28,110653,60,184597,2,796,14812,0.2557232139774135,0.5994301099151091,1.668251199696333,0.03183965793024927,0.49736385516573506,0,28,0.2557232139774135,83,0,3,110653,60,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0116,46,114022,3,96511,12,129902,2,464,55823,0.48958095806072083,0.7429523794860684,1.345981287107155,0.07053536451441869,0.176595437094162,0,3,0.48958095806072083,42,1,2,96511,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0117,22,123589,26,63571,12,103480,0,690,28957,0.23430078728689255,0.6143312717433261,1.6277862547387705,0.04286452138047743,0.48069544100560624,1,26,0.23430078728689255,115,0,1,63571,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0118,27,123144,1,60581,48,150567,0,624,2914,0.023663353472357374,0.4023524411059502,2.4853832059556216,0.01024901064315243,1.4502340581112128,0,1,0.023663353472357374,65,0,3,60581,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0119,31,151732,14,30577,24,31474,0,546,29686,0.19564758917037808,0.9715002859502773,1.0293357752558776,0.008396657703144843,0.023596301550673063,0,14,0.19564758917037808,43,0,2,30577,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0120,26,128767,17,73152,48,194170,0,518,27646,0.2146978651362522,0.3767420301797375,2.6543361767278726,0.011835330480388907,1.2991537313667434,1,17,0.2146978651362522,121,1,3,73152,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0121,40,68291,10,19278,36,52303,0,363,51838,0.759075134351514,0.3685830640689756,2.7130926444650525,0.007841443235347516,0.4127266152111696,0,10,0.759075134351514,41,2,3,19278,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0122,50,39545,4,111954,12,195306,1,451,42693,1.0796055127070154,0.5732235568799701,1.7445200707433253,0.2359211025217425,0.0,0,4,1.0796055127070154,125,0,0,111954,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0123,49,107976,5,101870,48,133167,0,602,11481,0.1063291842631686,0.7649793116913293,1.3072248944733356,0.01965521659093162,0.27455792205866314,0,5,0.1063291842631686,39,0,1,101870,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0124,41,148661,24,17008,24,37446,0,787,9027,0.06072204545913144,0.4542007156972587,2.201669802445778,0.00476699784501069,1.1287019540748804,1,24,0.06072204545913144,85,1,2,17008,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0125,58,156645,9,94956,36,117683,0,776,36215,0.23119154776724293,0.8068794983132584,1.2393424322844133,0.01683849894087511,0.18400848491821795,1,9,0.23119154776724293,147,0,4,94956,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0126,45,56078,9,16701,36,28890,0,403,2842,0.05067941082064178,0.5780893042575085,1.7298365367342237,0.008272703496090657,0.6928488510572454,0,9,0.05067941082064178,50,1,0,16701,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0127,24,56921,27,87383,36,254883,0,673,19140,0.33625551202543286,0.34283573247332955,2.916848814986863,0.042643410261381354,1.2722978352281216,0,27,0.33625551202543286,140,1,0,87383,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0128,54,30050,4,13261,36,39662,1,346,8292,0.27594009983360146,0.3343502596944094,2.9908754995850244,0.012258273247948972,1.4415131154733343,0,4,0.27594009983360146,133,0,4,13261,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0129,46,44070,27,60118,36,152952,0,671,1233,0.027978216473791062,0.3930514148229485,2.5441964137196424,0.0378929985114141,1.5009925521785648,0,27,0.027978216473791062,163,0,4,60118,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0130,48,99905,27,79970,60,129705,1,488,55129,0.5518142235123312,0.6165529470721975,1.621920720270081,0.013341007290036596,0.2787360209280256,0,27,0.5518142235123312,40,1,0,79970,60,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0131,45,98818,17,88270,60,209670,0,547,5389,0.05453459895970315,0.4209948967424981,2.3753257052225853,0.014887638554131152,1.300322869449316,1,17,0.05453459895970315,132,1,2,88270,60,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0132,45,75074,4,51977,36,125306,0,694,555,0.007392705863547867,0.414800568209021,2.4107970833252708,0.019231765398346038,1.4003674754551227,0,4,0.007392705863547867,169,1,3,51977,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0133,24,66843,4,110829,12,196797,0,533,55973,0.8373801295573083,0.5631640726230555,1.7756814552147742,0.13817078825352266,0.1261412177518274,0,4,0.8373801295573083,140,0,0,110829,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0134,45,137021,8,93595,36,213562,1,744,11299,0.08246181242291269,0.43825680598608163,2.28176718841816,0.018974179950802243,1.1760703429569919,0,8,0.08246181242291269,43,0,1,93595,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0135,55,87104,17,27366,60,27953,1,593,48993,0.5624655584129252,0.9790004650663263,1.0214499744207768,0.005236269287201427,0.009385102580283288,0,17,0.5624655584129252,150,0,1,27366,60,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0136,34,134113,4,81534,24,115624,0,849,1877,0.01399566037595152,0.7051650176433897,1.4181077832560476,0.025331250511571757,0.4122560887210746,0,4,0.01399566037595152,30,0,3,81534,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0137,47,155033,13,88472,36,181383,1,651,9213,0.05942605767804236,0.48776346184592556,2.050174066371258,0.015851822228088695,0.9877663617311112,1,13,0.05942605767804236,110,0,1,88472,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0138,22,67813,3,42035,36,55801,0,462,6637,0.0978720894223807,0.7533019121520985,1.327488997264153,0.017218511035589596,0.29543696483910764,0,3,0.0978720894223807,95,0,2,42035,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0139,36,52369,16,89373,12,119028,1,726,42375,0.8091619087628023,0.7508569412239073,1.3318116209593351,0.14221676945099607,0.06332229639420384,0,16,0.8091619087628023,101,1,1,89373,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0140,40,153641,0,108108,36,288930,0,524,37208,0.24217494028286565,0.37416675319281356,2.672605172605148,0.019545564009063755,1.2675421148126935,0,0,0.24217494028286565,99,0,3,108108,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0141,64,110702,21,98602,24,293662,0,593,28530,0.2577189210673677,0.33576697019021756,2.978256019147654,0.03711239784733289,1.468422012297905,0,21,0.2577189210673677,17,0,0,98602,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0142,30,64273,1,92216,48,194754,1,375,14498,0.2255690569912681,0.47349990244102574,2.1119328533009227,0.029890726535662143,0.8611152081442359,0,1,0.2255690569912681,97,0,1,92216,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0143,33,108951,5,77236,48,206848,0,365,5331,0.04893025304953558,0.3733949566831665,2.678129369723928,0.014768871633117605,1.5960180750134958,0,5,0.04893025304953558,169,0,1,77236,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0144,38,94532,5,34652,48,103285,0,616,34152,0.3612744890619011,0.3354988623711058,2.9806360383238206,0.007636743818512452,1.2650827655608188,0,5,0.3612744890619011,85,0,4,34652,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0145,64,147246,24,96041,36,123239,0,402,13842,0.0940059492278222,0.7793068752586374,1.2831915536073002,0.018118017165026094,0.2565698627971611,0,24,0.0940059492278222,58,2,4,96041,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0146,58,59555,1,45610,24,86498,0,848,35411,0.5945932331458217,0.5272954287960354,1.8964700723525127,0.031910279012466645,0.36343503361397705,0,1,0.5945932331458217,179,2,2,45610,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0147,22,158836,12,65267,36,116511,1,770,41248,0.25968923921528964,0.5601788672314154,1.7851441003876112,0.011414114068421837,0.581250626283597,0,12,0.25968923921528964,28,0,0,65267,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0148,31,151365,17,39789,48,46159,1,685,50966,0.3367092788953831,0.8619987434736268,1.1600944984794501,0.005476414626781126,0.10618919534134744,1,17,0.3367092788953831,93,0,3,39789,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0149,57,49394,15,39622,36,99477,1,704,29639,0.6000526379722112,0.39830312534555323,2.510650648629486,0.022282283497601255,0.6041807418649452,0,15,0.6000526379722112,98,1,2,39622,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0150,23,47222,20,21440,48,40040,0,627,284,0.0060141459489219855,0.5354645354645221,1.8675373134327486,0.009458868041534702,0.8623198174136997,1,20,0.0060141459489219855,92,0,4,21440,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0151,58,96976,24,115471,12,223858,0,333,16840,0.1736512126711746,0.5158225303540614,1.9386512630876849,0.09922644089807119,0.7756533329771895,1,24,0.1736512126711746,166,1,1,115471,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0152,33,31062,11,20290,48,26404,0,515,51202,1.6483806580387081,0.768444175124952,1.301330704780616,0.013608535616654219,0.0,0,11,1.6483806580387081,82,1,4,20290,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0153,61,65337,24,13092,12,17829,0,572,31995,0.4896919050461379,0.7343092714117037,1.3618240146653404,0.016698042455409134,0.1846417236324958,0,24,0.4896919050461379,175,2,4,13092,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0154,33,83738,9,112526,24,316671,0,803,37147,0.44360983066229853,0.35534040060504324,2.814202939765007,0.055991107181183206,1.0094046808688149,0,9,0.44360983066229853,23,1,1,112526,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0155,40,155865,29,67936,36,74002,1,420,27469,0.17623584512238044,0.9180292424528942,1.0892899199246189,0.012107343605419301,0.07355383542581737,1,29,0.17623584512238044,135,0,3,67936,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0156,50,158970,15,54234,12,79491,1,573,9764,0.0614203937849905,0.6822659168962438,1.4657041708153287,0.028429892430165103,0.4371004372565678,1,15,0.0614203937849905,111,0,1,54234,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0157,26,45457,22,89286,12,141439,1,489,53802,1.1835800866752937,0.6312686034262076,1.5841117308424435,0.16368216114965342,0.0,0,22,1.1835800866752937,52,1,1,89286,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0158,45,145376,26,47848,12,94757,0,373,46376,0.319007263922516,0.5049547790664488,1.980375355291716,0.027427727637306214,0.6676284955830627,1,26,0.319007263922516,50,0,1,47848,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0159,43,37275,23,17966,36,39038,0,356,59711,1.601904761904719,0.46021824888568935,2.1728821106533354,0.01338847902190958,0.0,0,23,1.601904761904719,132,0,3,17966,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0160,55,126062,25,88373,48,175560,0,500,51329,0.407172661071533,0.503377762588286,1.986579611419755,0.01460475136542571,0.5848713656790645,0,25,0.407172661071533,119,0,1,88373,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0161,64,139161,16,23591,12,27559,0,345,17467,0.1255164880965204,0.8560179977502501,1.1681997371878612,0.014126922532195272,0.14708789687735194,1,16,0.1255164880965204,114,0,3,23591,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0162,50,145256,1,67700,36,100692,0,336,15255,0.10502147931927008,0.6723473562944358,1.4873264401772306,0.012946491404852848,0.43614669651844623,1,1,0.10502147931927008,20,0,2,67700,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0163,39,55161,14,114040,48,306445,0,492,14908,0.27026341074309257,0.3721385566741165,2.6871711680112003,0.04307088945602498,1.231190533637095,0,14,0.27026341074309257,112,0,3,114040,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0164,38,145615,5,112528,24,256021,0,411,55127,0.37858050338220395,0.439526445096299,2.275175956206435,0.03219906373980204,0.7924192008049274,0,5,0.37858050338220395,176,1,4,112528,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0165,39,40657,26,45211,12,103908,2,605,33416,0.821900287773303,0.4351060553566575,2.298290239101053,0.09266751932064038,0.23122511797063275,0,26,0.821900287773303,14,0,0,45211,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0166,56,95045,7,94295,48,220688,0,309,27267,0.2868851596612101,0.4272774233306731,2.340399809109684,0.02066893752039265,0.9558589958634074,0,7,0.2868851596612101,90,1,4,94295,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0167,35,88388,6,74683,48,188634,2,465,58095,0.6572724804271999,0.39591484037872077,2.525795696477076,0.017603021148808674,0.5229321744284476,0,6,0.6572724804271999,95,1,0,74683,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0168,28,67650,7,59086,36,65952,0,549,36205,0.5351810790835102,0.8958939835031402,1.1162034999830568,0.024261312309418515,0.054013585468858656,0,7,0.5351810790835102,162,1,2,59086,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0169,35,27985,19,19371,48,33574,0,829,54565,1.949794532785351,0.5769643176267178,1.73320943678686,0.014420671788157157,0.0,0,19,1.949794532785351,59,1,1,19371,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0170,21,129221,17,47034,12,97786,0,648,59078,0.4571857515419285,0.4809890986439727,2.0790491984521395,0.030331757219595457,0.5857232797070998,0,17,0.4571857515419285,91,0,3,47034,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0171,25,70303,28,79274,24,132935,0,784,4766,0.06779227060011567,0.5963365554594307,1.6769054166561335,0.046983533180599085,0.6310164614795154,1,28,0.06779227060011567,132,1,3,79274,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0172,24,114324,12,118435,36,318466,0,488,21692,0.18974143661873105,0.37189213291214646,2.6889517456832635,0.028776644545499608,1.3684876150776164,1,12,0.18974143661873105,22,0,4,118435,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0173,54,80379,8,3572,24,7019,0,547,44048,0.5480038318466197,0.5089044023364426,1.9650055991035933,0.0018516445007667438,0.4361788330415722,0,8,0.5480038318466197,146,0,2,3572,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0174,52,75443,1,86977,48,220682,1,531,48789,0.6467001577349701,0.39412820257202497,2.5372454786897394,0.024018409041204076,0.5431085851437208,0,1,0.6467001577349701,150,1,4,86977,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0175,51,144649,0,102021,36,275867,0,788,8909,0.061590470725687275,0.3698195144761774,2.704021721018195,0.01959167824587745,1.5990702210939016,1,0,0.061590470725687275,132,0,1,102021,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0176,41,37753,11,114289,48,229673,0,827,19103,0.5059995232166846,0.4976161760415874,2.009580974546964,0.06306838749989845,0.498733482777571,0,11,0.5059995232166846,120,1,1,114289,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0177,52,124443,27,52585,36,148242,0,829,32890,0.26429771059842444,0.3547240323255194,2.819092897213981,0.011737859456971127,1.3383108091144895,0,27,0.26429771059842444,137,0,1,52585,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0178,28,125816,15,16861,24,36659,0,713,47952,0.38112799643924156,0.45994162415776596,2.1741889567640014,0.005583881753015423,0.7266726722315078,1,15,0.38112799643924156,143,0,2,16861,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0179,60,76298,26,34703,24,93717,0,576,6778,0.08883588036383537,0.3702956774117783,2.7005446215023863,0.018951457879276865,1.5494752429532725,1,26,0.08883588036383537,163,0,3,34703,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0180,43,60432,3,102512,24,172341,0,597,36044,0.5964389727296698,0.5948207333136016,1.6811787888247065,0.07067999293677672,0.2748972117728641,0,3,0.5964389727296698,83,0,4,102512,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0181,62,25716,2,105718,48,211185,2,839,17786,0.6916316689998175,0.5005942656912162,1.9976257590949318,0.08564544770910575,0.3076361902948986,0,2,0.6916316689998175,88,1,1,105718,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0182,27,151469,25,77537,12,159945,1,456,12981,0.08570070443457022,0.48477289068116863,2.0628216206456007,0.042658343727945476,0.9717370590679987,1,25,0.08570070443457022,119,0,1,77537,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0183,42,152943,3,17360,12,21004,1,490,30923,0.20218643546942194,0.8265092363358967,1.2099078341013128,0.009458861579451834,0.16746731734734552,1,3,0.20218643546942194,44,0,4,17360,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0184,51,57531,1,17264,24,31025,0,793,24841,0.4317846030835475,0.5564544721998209,1.7970922150137976,0.012503403961400787,0.4529200693331305,0,1,0.4317846030835475,155,0,2,17264,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0185,42,29307,12,58946,24,167092,0,512,38142,1.3014638141058006,0.35277571637181704,2.8346622332303664,0.08380534797935349,0.0,0,12,1.3014638141058006,141,3,1,58946,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0186,40,41572,27,71826,48,162446,1,429,19058,0.4584335610506962,0.4421530847173803,2.261660123075178,0.03599478013972842,0.6832727800181755,0,27,0.4584335610506962,118,0,4,71826,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0187,28,34131,20,6788,24,9197,0,608,49396,1.4472473704256705,0.7380667609002133,1.3548909840893701,0.008286699285738488,0.0,0,20,1.4472473704256705,62,0,2,6788,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0188,37,137200,2,83273,60,139708,0,478,4686,0.03415451895043707,0.5960503335528345,1.677710662519644,0.010115767735497026,0.6545637808537221,1,2,0.03415451895043707,70,0,4,83273,60,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0189,31,145408,25,66707,12,92269,0,789,51712,0.355633802816899,0.7229622083256486,1.3831981651100875,0.03822978561154397,0.2469199444195459,0,25,0.355633802816899,85,0,4,66707,12,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0190,34,45693,25,4439,36,4659,1,799,1790,0.03917449062219511,0.9527795664303599,1.0495607118718067,0.002698565547285749,0.04761919622977819,1,25,0.03917449062219511,123,0,4,4439,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0191,51,125809,24,14194,36,40522,0,468,44153,0.3509526345491948,0.350278860865694,2.854868254191711,0.003133939366554241,1.2038973536415263,1,24,0.3509526345491948,142,1,2,14194,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0192,48,49201,27,56155,24,106493,1,591,20788,0.42251173756630106,0.5273116542871312,1.8964117175674136,0.047555774609644684,0.5176672452032292,0,27,0.42251173756630106,124,0,3,56155,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0193,47,74573,7,87542,48,141386,1,841,23000,0.3084226194467125,0.6191702148727554,1.6150647689109043,0.024456461006378268,0.4253648817540289,0,7,0.3084226194467125,168,1,4,87542,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0194,36,105916,29,99571,60,218752,0,708,1142,0.010782129234487604,0.4551775526623736,2.196944893593494,0.01566823394613649,1.1840392790642236,1,29,0.010782129234487604,173,1,1,99571,60,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0195,63,122190,9,53462,48,54244,1,418,42126,0.34475816351583316,0.9855836590221779,1.0146272118513895,0.00911524401868773,0.009584361156171697,0,9,0.34475816351583316,130,1,0,53462,48,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0196,24,143065,24,37557,24,58440,0,624,9929,0.06940202006081105,0.6426591375769911,1.5560348270628233,0.01093820990413299,0.51744488684054,1,24,0.06940202006081105,74,0,1,37557,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0197,36,31045,17,116292,24,279806,0,640,39549,1.2739249476565864,0.4156165343130583,2.4060640456780997,0.15607988403278944,0.0,0,17,1.2739249476565864,112,0,3,116292,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0198,26,51518,23,56650,36,128456,0,659,43510,0.8445591831980892,0.4410070374291552,2.2675375110326166,0.030544879674431643,0.19702706604197487,0,23,0.8445591831980892,83,0,2,56650,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0199,35,62868,18,39900,24,118248,2,313,50714,0.8066743017115098,0.3374264258169243,2.9636090225563168,0.02644429598413665,0.37961608545128617,0,18,0.8066743017115098,117,0,0,39900,24,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
APP_0200,63,66893,19,54750,36,122679,0,464,42485,0.6351187717698319,0.4462866505269814,2.2407123287670827,0.02273531360966118,0.4527126384008549,0,19,0.6351187717698319,148,0,2,54750,36,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-20 11:11:49
